day_index,global_day,puzzle_id,category,human_reviewed,reviewer,notes
77,78,connections-078,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
78,79,wordly-079,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
78,79,spelling-079,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
78,79,crossword-079,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
78,79,sudoku-079,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
78,79,connections-079,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
79,80,wordly-080,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
79,80,spelling-080,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
79,80,crossword-080,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
79,80,sudoku-080,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
79,80,connections-080,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
80,81,wordly-081,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
80,81,spelling-081,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
80,81,crossword-081,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
80,81,sudoku-081,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
80,81,connections-081,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
81,82,wordly-082,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
81,82,spelling-082,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
81,82,crossword-082,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
81,82,sudoku-082,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
81,82,connections-082,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
82,83,wordly-083,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
82,83,spelling-083,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
82,83,crossword-083,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
82,83,sudoku-083,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
82,83,connections-083,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
83,84,wordly-084,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
83,84,spelling-084,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
83,84,crossword-084,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
83,84,sudoku-084,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
83,84,connections-084,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
84,85,wordly-085,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
84,85,spelling-085,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
84,85,crossword-085,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
84,85,sudoku-085,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
84,85,connections-085,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
85,86,wordly-086,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
85,86,spelling-086,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
85,86,crossword-086,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
85,86,sudoku-086,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
85,86,connections-086,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
86,87,wordly-087,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
86,87,spelling-087,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
86,87,crossword-087,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
86,87,sudoku-087,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
86,87,connections-087,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
87,88,wordly-088,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
87,88,spelling-088,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
87,88,crossword-088,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
87,88,sudoku-088,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
87,88,connections-088,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
88,89,wordly-089,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
88,89,spelling-089,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
88,89,crossword-089,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
88,89,sudoku-089,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
88,89,connections-089,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
89,90,wordly-090,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
89,90,spelling-090,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
89,90,crossword-090,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
89,90,sudoku-090,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
89,90,connections-090,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
90,91,wordly-091,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
90,91,spelling-091,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
90,91,crossword-091,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
90,91,sudoku-091,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
90,91,connections-091,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
91,92,wordly-092,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
91,92,spelling-092,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
91,92,crossword-092,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
91,92,sudoku-092,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
91,92,connections-092,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
92,93,wordly-093,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
92,93,spelling-093,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
92,93,crossword-093,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
92,93,sudoku-093,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
92,93,connections-093,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
93,94,wordly-094,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
93,94,spelling-094,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
93,94,crossword-094,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
93,94,sudoku-094,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
93,94,connections-094,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
94,95,wordly-095,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
94,95,spelling-095,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
94,95,crossword-095,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
94,95,sudoku-095,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
94,95,connections-095,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
95,96,wordly-096,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
95,96,spelling-096,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
95,96,crossword-096,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
95,96,sudoku-096,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
95,96,connections-096,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
96,97,wordly-097,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
96,97,spelling-097,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
96,97,crossword-097,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
96,97,sudoku-097,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
96,97,connections-097,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
97,98,wordly-098,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
97,98,spelling-098,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
97,98,crossword-098,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
97,98,sudoku-098,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
97,98,connections-098,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
98,99,wordly-099,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
98,99,spelling-099,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
98,99,crossword-099,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
98,99,sudoku-099,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
98,99,connections-099,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
99,100,wordly-100,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
99,100,spelling-100,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
99,100,crossword-100,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
99,100,sudoku-100,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
99,100,connections-100,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
100,101,wordly-101,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
100,101,spelling-101,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
100,101,crossword-101,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
100,101,sudoku-101,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
100,101,connections-101,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
101,102,wordly-102,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
101,102,spelling-102,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
101,102,crossword-102,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
101,102,sudoku-102,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
101,102,connections-102,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
102,103,wordly-103,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
102,103,spelling-103,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
102,103,crossword-103,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
102,103,sudoku-103,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
102,103,connections-103,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
103,104,wordly-104,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
103,104,spelling-104,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
103,104,crossword-104,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
103,104,sudoku-104,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
103,104,connections-104,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
104,105,wordly-105,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
104,105,spelling-105,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
104,105,crossword-105,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
104,105,sudoku-105,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
104,105,connections-105,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
105,106,wordly-106,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
105,106,spelling-106,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
105,106,crossword-106,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
105,106,sudoku-106,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
105,106,connections-106,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
106,107,wordly-107,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
106,107,spelling-107,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
106,107,crossword-107,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
106,107,sudoku-107,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
106,107,connections-107,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
107,108,wordly-108,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
107,108,spelling-108,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
107,108,crossword-108,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
107,108,sudoku-108,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
107,108,connections-108,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
108,109,wordly-109,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
108,109,spelling-109,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
108,109,crossword-109,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
108,109,sudoku-109,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
108,109,connections-109,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
109,110,wordly-110,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
109,110,spelling-110,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
109,110,crossword-110,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
109,110,sudoku-110,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
109,110,connections-110,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
110,111,wordly-111,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
110,111,spelling-111,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
110,111,crossword-111,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
110,111,sudoku-111,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
110,111,connections-111,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
111,112,wordly-112,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
111,112,spelling-112,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
111,112,crossword-112,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
111,112,sudoku-112,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
111,112,connections-112,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
112,113,wordly-113,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
112,113,spelling-113,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
112,113,crossword-113,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
112,113,sudoku-113,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
112,113,connections-113,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
113,114,wordly-114,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
113,114,spelling-114,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
113,114,crossword-114,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
113,114,sudoku-114,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
113,114,connections-114,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
114,115,wordly-115,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
114,115,spelling-115,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
114,115,crossword-115,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
114,115,sudoku-115,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
114,115,connections-115,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
115,116,wordly-116,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
115,116,spelling-116,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
115,116,crossword-116,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
115,116,sudoku-116,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
115,116,connections-116,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
116,117,wordly-117,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
116,117,spelling-117,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
116,117,crossword-117,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
116,117,sudoku-117,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
116,117,connections-117,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
117,118,wordly-118,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
117,118,spelling-118,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
117,118,crossword-118,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
117,118,sudoku-118,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
117,118,connections-118,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
118,119,wordly-119,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
118,119,spelling-119,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
118,119,crossword-119,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
118,119,sudoku-119,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
118,119,connections-119,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
119,120,wordly-120,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
119,120,spelling-120,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
119,120,crossword-120,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
119,120,sudoku-120,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
119,120,connections-120,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
120,121,wordly-121,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
120,121,spelling-121,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
120,121,crossword-121,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
120,121,sudoku-121,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
120,121,connections-121,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
121,122,wordly-122,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
121,122,spelling-122,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
121,122,crossword-122,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
121,122,sudoku-122,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
121,122,connections-122,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
122,123,wordly-123,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
122,123,spelling-123,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
122,123,crossword-123,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
122,123,sudoku-123,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
122,123,connections-123,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
123,124,wordly-124,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
123,124,spelling-124,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
123,124,crossword-124,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
123,124,sudoku-124,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
123,124,connections-124,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
124,125,wordly-125,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
124,125,spelling-125,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
124,125,crossword-125,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
124,125,sudoku-125,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
124,125,connections-125,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
125,126,wordly-126,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
125,126,spelling-126,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
125,126,crossword-126,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
125,126,sudoku-126,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
125,126,connections-126,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
126,127,wordly-127,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
126,127,spelling-127,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
126,127,crossword-127,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
126,127,sudoku-127,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
126,127,connections-127,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
127,128,wordly-128,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
127,128,spelling-128,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
127,128,crossword-128,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
127,128,sudoku-128,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
127,128,connections-128,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
128,129,wordly-129,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
128,129,spelling-129,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
128,129,crossword-129,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
128,129,sudoku-129,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
128,129,connections-129,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
129,130,wordly-130,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
129,130,spelling-130,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
129,130,crossword-130,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
129,130,sudoku-130,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
129,130,connections-130,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
130,131,wordly-131,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
130,131,spelling-131,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
130,131,crossword-131,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
130,131,sudoku-131,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
130,131,connections-131,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
131,132,wordly-132,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
131,132,spelling-132,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
131,132,crossword-132,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
131,132,sudoku-132,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
131,132,connections-132,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
132,133,wordly-133,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
132,133,spelling-133,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
132,133,crossword-133,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
132,133,sudoku-133,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
132,133,connections-133,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
133,134,wordly-134,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
133,134,spelling-134,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
133,134,crossword-134,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
133,134,sudoku-134,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
133,134,connections-134,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
134,135,wordly-135,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
134,135,spelling-135,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
134,135,crossword-135,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
134,135,sudoku-135,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
134,135,connections-135,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
135,136,wordly-136,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
135,136,spelling-136,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
135,136,crossword-136,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
135,136,sudoku-136,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
135,136,connections-136,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
136,137,wordly-137,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
136,137,spelling-137,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
136,137,crossword-137,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
136,137,sudoku-137,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
136,137,connections-137,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
137,138,wordly-138,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
137,138,spelling-138,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
137,138,crossword-138,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
