day_index,global_day,puzzle_id,category,difficulty,hints,automated_reviewed,human_reviewed
97,98,spelling-098,SPELLING_B,STARTER,4,true,false
97,98,crossword-098,CROSSWORD,STARTER,4,true,false
97,98,sudoku-098,SUDOKU,STARTER,4,true,false
97,98,connections-098,CONNECTIONS,STARTER,4,true,false
98,99,wordly-099,WORDLY,STARTER,3,true,false
98,99,spelling-099,SPELLING_B,STARTER,4,true,false
98,99,crossword-099,CROSSWORD,STARTER,4,true,false
98,99,sudoku-099,SUDOKU,STARTER,4,true,false
98,99,connections-099,CONNECTIONS,STARTER,4,true,false
99,100,wordly-100,WORDLY,STARTER,3,true,false
99,100,spelling-100,SPELLING_B,STARTER,4,true,false
99,100,crossword-100,CROSSWORD,STARTER,4,true,false
99,100,sudoku-100,SUDOKU,STARTER,4,true,false
99,100,connections-100,CONNECTIONS,STARTER,4,true,false
100,101,wordly-101,WORDLY,STARTER,3,true,false
100,101,spelling-101,SPELLING_B,STARTER,4,true,false
100,101,crossword-101,CROSSWORD,STARTER,4,true,false
100,101,sudoku-101,SUDOKU,STARTER,4,true,false
100,101,connections-101,CONNECTIONS,STARTER,4,true,false
101,102,wordly-102,WORDLY,STARTER,3,true,false
101,102,spelling-102,SPELLING_B,STARTER,4,true,false
101,102,crossword-102,CROSSWORD,STARTER,4,true,false
101,102,sudoku-102,SUDOKU,STARTER,4,true,false
101,102,connections-102,CONNECTIONS,STARTER,4,true,false
102,103,wordly-103,WORDLY,STARTER,3,true,false
102,103,spelling-103,SPELLING_B,STARTER,4,true,false
102,103,crossword-103,CROSSWORD,STARTER,4,true,false
102,103,sudoku-103,SUDOKU,STARTER,4,true,false
102,103,connections-103,CONNECTIONS,STARTER,4,true,false
103,104,wordly-104,WORDLY,STARTER,3,true,false
103,104,spelling-104,SPELLING_B,STARTER,4,true,false
103,104,crossword-104,CROSSWORD,STARTER,4,true,false
103,104,sudoku-104,SUDOKU,STARTER,4,true,false
103,104,connections-104,CONNECTIONS,STARTER,4,true,false
104,105,wordly-105,WORDLY,STARTER,3,true,false
104,105,spelling-105,SPELLING_B,STARTER,4,true,false
104,105,crossword-105,CROSSWORD,STARTER,4,true,false
104,105,sudoku-105,SUDOKU,STARTER,4,true,false
104,105,connections-105,CONNECTIONS,STARTER,4,true,false
105,106,wordly-106,WORDLY,STARTER,3,true,false
105,106,spelling-106,SPELLING_B,STARTER,4,true,false
105,106,crossword-106,CROSSWORD,STARTER,4,true,false
105,106,sudoku-106,SUDOKU,STARTER,4,true,false
105,106,connections-106,CONNECTIONS,STARTER,4,true,false
106,107,wordly-107,WORDLY,STARTER,3,true,false
106,107,spelling-107,SPELLING_B,STARTER,4,true,false
106,107,crossword-107,CROSSWORD,STARTER,4,true,false
106,107,sudoku-107,SUDOKU,STARTER,4,true,false
106,107,connections-107,CONNECTIONS,STARTER,4,true,false
107,108,wordly-108,WORDLY,STARTER,3,true,false
107,108,spelling-108,SPELLING_B,STARTER,4,true,false
107,108,crossword-108,CROSSWORD,STARTER,4,true,false
107,108,sudoku-108,SUDOKU,STARTER,4,true,false
107,108,connections-108,CONNECTIONS,STARTER,4,true,false
108,109,wordly-109,WORDLY,STARTER,3,true,false
108,109,spelling-109,SPELLING_B,STARTER,4,true,false
108,109,crossword-109,CROSSWORD,STARTER,4,true,false
108,109,sudoku-109,SUDOKU,STARTER,4,true,false
108,109,connections-109,CONNECTIONS,STARTER,4,true,false
109,110,wordly-110,WORDLY,STARTER,3,true,false
109,110,spelling-110,SPELLING_B,STARTER,4,true,false
109,110,crossword-110,CROSSWORD,STARTER,4,true,false
109,110,sudoku-110,SUDOKU,STARTER,4,true,false
109,110,connections-110,CONNECTIONS,STARTER,4,true,false
110,111,wordly-111,WORDLY,STARTER,3,true,false
110,111,spelling-111,SPELLING_B,STARTER,4,true,false
110,111,crossword-111,CROSSWORD,STARTER,4,true,false
110,111,sudoku-111,SUDOKU,STARTER,4,true,false
110,111,connections-111,CONNECTIONS,STARTER,4,true,false
111,112,wordly-112,WORDLY,STARTER,3,true,false
111,112,spelling-112,SPELLING_B,STARTER,4,true,false
111,112,crossword-112,CROSSWORD,STARTER,4,true,false
111,112,sudoku-112,SUDOKU,STARTER,4,true,false
111,112,connections-112,CONNECTIONS,STARTER,4,true,false
112,113,wordly-113,WORDLY,STARTER,3,true,false
112,113,spelling-113,SPELLING_B,STARTER,4,true,false
112,113,crossword-113,CROSSWORD,STARTER,4,true,false
112,113,sudoku-113,SUDOKU,STARTER,4,true,false
112,113,connections-113,CONNECTIONS,STARTER,4,true,false
113,114,wordly-114,WORDLY,STARTER,3,true,false
113,114,spelling-114,SPELLING_B,STARTER,4,true,false
113,114,crossword-114,CROSSWORD,STARTER,4,true,false
113,114,sudoku-114,SUDOKU,STARTER,4,true,false
113,114,connections-114,CONNECTIONS,STARTER,4,true,false
114,115,wordly-115,WORDLY,STARTER,3,true,false
114,115,spelling-115,SPELLING_B,STARTER,4,true,false
114,115,crossword-115,CROSSWORD,STARTER,4,true,false
114,115,sudoku-115,SUDOKU,STARTER,4,true,false
114,115,connections-115,CONNECTIONS,STARTER,4,true,false
115,116,wordly-116,WORDLY,STARTER,3,true,false
115,116,spelling-116,SPELLING_B,STARTER,4,true,false
115,116,crossword-116,CROSSWORD,STARTER,4,true,false
115,116,sudoku-116,SUDOKU,STARTER,4,true,false
115,116,connections-116,CONNECTIONS,STARTER,4,true,false
116,117,wordly-117,WORDLY,STARTER,3,true,false
116,117,spelling-117,SPELLING_B,STARTER,4,true,false
116,117,crossword-117,CROSSWORD,STARTER,4,true,false
116,117,sudoku-117,SUDOKU,STARTER,4,true,false
116,117,connections-117,CONNECTIONS,STARTER,4,true,false
117,118,wordly-118,WORDLY,STARTER,3,true,false
117,118,spelling-118,SPELLING_B,STARTER,4,true,false
117,118,crossword-118,CROSSWORD,STARTER,4,true,false
117,118,sudoku-118,SUDOKU,STARTER,4,true,false
117,118,connections-118,CONNECTIONS,STARTER,4,true,false
118,119,wordly-119,WORDLY,STARTER,3,true,false
118,119,spelling-119,SPELLING_B,STARTER,4,true,false
118,119,crossword-119,CROSSWORD,STARTER,4,true,false
118,119,sudoku-119,SUDOKU,STARTER,4,true,false
118,119,connections-119,CONNECTIONS,STARTER,4,true,false
119,120,wordly-120,WORDLY,STARTER,3,true,false
119,120,spelling-120,SPELLING_B,STARTER,4,true,false
119,120,crossword-120,CROSSWORD,STARTER,4,true,false
119,120,sudoku-120,SUDOKU,STARTER,4,true,false
119,120,connections-120,CONNECTIONS,STARTER,4,true,false
120,121,wordly-121,WORDLY,STARTER,3,true,false
120,121,spelling-121,SPELLING_B,STARTER,4,true,false
120,121,crossword-121,CROSSWORD,STARTER,4,true,false
120,121,sudoku-121,SUDOKU,STARTER,4,true,false
120,121,connections-121,CONNECTIONS,STARTER,4,true,false
121,122,wordly-122,WORDLY,STARTER,3,true,false
121,122,spelling-122,SPELLING_B,STARTER,4,true,false
121,122,crossword-122,CROSSWORD,STARTER,4,true,false
121,122,sudoku-122,SUDOKU,STARTER,4,true,false
121,122,connections-122,CONNECTIONS,STARTER,4,true,false
122,123,wordly-123,WORDLY,STARTER,3,true,false
122,123,spelling-123,SPELLING_B,STARTER,4,true,false
122,123,crossword-123,CROSSWORD,STARTER,4,true,false
122,123,sudoku-123,SUDOKU,STARTER,4,true,false
122,123,connections-123,CONNECTIONS,STARTER,4,true,false
123,124,wordly-124,WORDLY,STARTER,3,true,false
123,124,spelling-124,SPELLING_B,STARTER,4,true,false
123,124,crossword-124,CROSSWORD,STARTER,4,true,false
123,124,sudoku-124,SUDOKU,STARTER,4,true,false
123,124,connections-124,CONNECTIONS,STARTER,4,true,false
124,125,wordly-125,WORDLY,STARTER,3,true,false
124,125,spelling-125,SPELLING_B,STARTER,4,true,false
124,125,crossword-125,CROSSWORD,STARTER,4,true,false
124,125,sudoku-125,SUDOKU,STARTER,4,true,false
124,125,connections-125,CONNECTIONS,STARTER,4,true,false
125,126,wordly-126,WORDLY,STARTER,3,true,false
125,126,spelling-126,SPELLING_B,STARTER,4,true,false
125,126,crossword-126,CROSSWORD,STARTER,4,true,false
125,126,sudoku-126,SUDOKU,STARTER,4,true,false
125,126,connections-126,CONNECTIONS,STARTER,4,true,false
126,127,wordly-127,WORDLY,STARTER,3,true,false
126,127,spelling-127,SPELLING_B,STARTER,4,true,false
126,127,crossword-127,CROSSWORD,STARTER,4,true,false
126,127,sudoku-127,SUDOKU,STARTER,4,true,false
126,127,connections-127,CONNECTIONS,STARTER,4,true,false
127,128,wordly-128,WORDLY,STARTER,3,true,false
127,128,spelling-128,SPELLING_B,STARTER,4,true,false
127,128,crossword-128,CROSSWORD,STARTER,4,true,false
127,128,sudoku-128,SUDOKU,STARTER,4,true,false
127,128,connections-128,CONNECTIONS,STARTER,4,true,false
128,129,wordly-129,WORDLY,STARTER,3,true,false
128,129,spelling-129,SPELLING_B,STARTER,4,true,false
128,129,crossword-129,CROSSWORD,STARTER,4,true,false
128,129,sudoku-129,SUDOKU,STARTER,4,true,false
128,129,connections-129,CONNECTIONS,STARTER,4,true,false
129,130,wordly-130,WORDLY,STARTER,3,true,false
129,130,spelling-130,SPELLING_B,STARTER,4,true,false
129,130,crossword-130,CROSSWORD,STARTER,4,true,false
129,130,sudoku-130,SUDOKU,STARTER,4,true,false
129,130,connections-130,CONNECTIONS,STARTER,4,true,false
130,131,wordly-131,WORDLY,STARTER,3,true,false
130,131,spelling-131,SPELLING_B,STARTER,4,true,false
130,131,crossword-131,CROSSWORD,STARTER,4,true,false
130,131,sudoku-131,SUDOKU,STARTER,4,true,false
130,131,connections-131,CONNECTIONS,STARTER,4,true,false
131,132,wordly-132,WORDLY,STARTER,3,true,false
131,132,spelling-132,SPELLING_B,STARTER,4,true,false
131,132,crossword-132,CROSSWORD,STARTER,4,true,false
131,132,sudoku-132,SUDOKU,STARTER,4,true,false
131,132,connections-132,CONNECTIONS,STARTER,4,true,false
132,133,wordly-133,WORDLY,STARTER,3,true,false
132,133,spelling-133,SPELLING_B,STARTER,4,true,false
132,133,crossword-133,CROSSWORD,STARTER,4,true,false
132,133,sudoku-133,SUDOKU,STARTER,4,true,false
132,133,connections-133,CONNECTIONS,STARTER,4,true,false
133,134,wordly-134,WORDLY,STARTER,3,true,false
133,134,spelling-134,SPELLING_B,STARTER,4,true,false
133,134,crossword-134,CROSSWORD,STARTER,4,true,false
133,134,sudoku-134,SUDOKU,STARTER,4,true,false
133,134,connections-134,CONNECTIONS,STARTER,4,true,false
134,135,wordly-135,WORDLY,STARTER,3,true,false
134,135,spelling-135,SPELLING_B,STARTER,4,true,false
134,135,crossword-135,CROSSWORD,STARTER,4,true,false
134,135,sudoku-135,SUDOKU,STARTER,4,true,false
134,135,connections-135,CONNECTIONS,STARTER,4,true,false
135,136,wordly-136,WORDLY,STARTER,3,true,false
135,136,spelling-136,SPELLING_B,STARTER,4,true,false
135,136,crossword-136,CROSSWORD,STARTER,4,true,false
135,136,sudoku-136,SUDOKU,STARTER,4,true,false
135,136,connections-136,CONNECTIONS,STARTER,4,true,false
136,137,wordly-137,WORDLY,STARTER,3,true,false
136,137,spelling-137,SPELLING_B,STARTER,4,true,false
136,137,crossword-137,CROSSWORD,STARTER,4,true,false
136,137,sudoku-137,SUDOKU,STARTER,4,true,false
136,137,connections-137,CONNECTIONS,STARTER,4,true,false
137,138,wordly-138,WORDLY,STARTER,3,true,false
137,138,spelling-138,SPELLING_B,STARTER,4,true,false
137,138,crossword-138,CROSSWORD,STARTER,4,true,false
137,138,sudoku-138,SUDOKU,STARTER,4,true,false
137,138,connections-138,CONNECTIONS,STARTER,4,true,false
138,139,wordly-139,WORDLY,STARTER,3,true,false
138,139,spelling-139,SPELLING_B,STARTER,4,true,false
138,139,crossword-139,CROSSWORD,STARTER,4,true,false
138,139,sudoku-139,SUDOKU,STARTER,4,true,false
138,139,connections-139,CONNECTIONS,STARTER,4,true,false
139,140,wordly-140,WORDLY,STARTER,3,true,false
139,140,spelling-140,SPELLING_B,STARTER,4,true,false
139,140,crossword-140,CROSSWORD,STARTER,4,true,false
139,140,sudoku-140,SUDOKU,STARTER,4,true,false
139,140,connections-140,CONNECTIONS,STARTER,4,true,false
140,141,wordly-141,WORDLY,STARTER,3,true,false
140,141,spelling-141,SPELLING_B,STARTER,4,true,false
140,141,crossword-141,CROSSWORD,STARTER,4,true,false
140,141,sudoku-141,SUDOKU,STARTER,4,true,false
140,141,connections-141,CONNECTIONS,STARTER,4,true,false
141,142,wordly-142,WORDLY,STARTER,3,true,false
141,142,spelling-142,SPELLING_B,STARTER,4,true,false
141,142,crossword-142,CROSSWORD,STARTER,4,true,false
141,142,sudoku-142,SUDOKU,STARTER,4,true,false
141,142,connections-142,CONNECTIONS,STARTER,4,true,false
142,143,wordly-143,WORDLY,STARTER,3,true,false
142,143,spelling-143,SPELLING_B,STARTER,4,true,false
142,143,crossword-143,CROSSWORD,STARTER,4,true,false
142,143,sudoku-143,SUDOKU,STARTER,4,true,false
142,143,connections-143,CONNECTIONS,STARTER,4,true,false
143,144,wordly-144,WORDLY,STARTER,3,true,false
143,144,spelling-144,SPELLING_B,STARTER,4,true,false
143,144,crossword-144,CROSSWORD,STARTER,4,true,false
143,144,sudoku-144,SUDOKU,STARTER,4,true,false
143,144,connections-144,CONNECTIONS,STARTER,4,true,false
144,145,wordly-145,WORDLY,STARTER,3,true,false
144,145,spelling-145,SPELLING_B,STARTER,4,true,false
144,145,crossword-145,CROSSWORD,STARTER,4,true,false
144,145,sudoku-145,SUDOKU,STARTER,4,true,false
144,145,connections-145,CONNECTIONS,STARTER,4,true,false
145,146,wordly-146,WORDLY,STARTER,3,true,false
145,146,spelling-146,SPELLING_B,STARTER,4,true,false
145,146,crossword-146,CROSSWORD,STARTER,4,true,false
145,146,sudoku-146,SUDOKU,STARTER,4,true,false
145,146,connections-146,CONNECTIONS,STARTER,4,true,false
146,147,wordly-147,WORDLY,STARTER,3,true,false
146,147,spelling-147,SPELLING_B,STARTER,4,true,false
146,147,crossword-147,CROSSWORD,STARTER,4,true,false
146,147,sudoku-147,SUDOKU,STARTER,4,true,false
146,147,connections-147,CONNECTIONS,STARTER,4,true,false
147,148,wordly-148,WORDLY,STARTER,3,true,false
147,148,spelling-148,SPELLING_B,STARTER,4,true,false
147,148,crossword-148,CROSSWORD,STARTER,4,true,false
147,148,sudoku-148,SUDOKU,STARTER,4,true,false
147,148,connections-148,CONNECTIONS,STARTER,4,true,false
148,149,wordly-149,WORDLY,STARTER,3,true,false
148,149,spelling-149,SPELLING_B,STARTER,4,true,false
148,149,crossword-149,CROSSWORD,STARTER,4,true,false
148,149,sudoku-149,SUDOKU,STARTER,4,true,false
148,149,connections-149,CONNECTIONS,STARTER,4,true,false
149,150,wordly-150,WORDLY,STARTER,3,true,false
149,150,spelling-150,SPELLING_B,STARTER,4,true,false
149,150,crossword-150,CROSSWORD,STARTER,4,true,false
149,150,sudoku-150,SUDOKU,STARTER,4,true,false
149,150,connections-150,CONNECTIONS,STARTER,4,true,false
150,151,wordly-151,WORDLY,STARTER,3,true,false
150,151,spelling-151,SPELLING_B,STARTER,4,true,false
150,151,crossword-151,CROSSWORD,STARTER,4,true,false
150,151,sudoku-151,SUDOKU,STARTER,4,true,false
150,151,connections-151,CONNECTIONS,STARTER,4,true,false
151,152,wordly-152,WORDLY,STARTER,3,true,false
151,152,spelling-152,SPELLING_B,STARTER,4,true,false
151,152,crossword-152,CROSSWORD,STARTER,4,true,false
151,152,sudoku-152,SUDOKU,STARTER,4,true,false
151,152,connections-152,CONNECTIONS,STARTER,4,true,false
152,153,wordly-153,WORDLY,STARTER,3,true,false
152,153,spelling-153,SPELLING_B,STARTER,4,true,false
152,153,crossword-153,CROSSWORD,STARTER,4,true,false
152,153,sudoku-153,SUDOKU,STARTER,4,true,false
152,153,connections-153,CONNECTIONS,STARTER,4,true,false
153,154,wordly-154,WORDLY,STARTER,3,true,false
153,154,spelling-154,SPELLING_B,STARTER,4,true,false
153,154,crossword-154,CROSSWORD,STARTER,4,true,false
153,154,sudoku-154,SUDOKU,STARTER,4,true,false
153,154,connections-154,CONNECTIONS,STARTER,4,true,false
154,155,wordly-155,WORDLY,STARTER,3,true,false
154,155,spelling-155,SPELLING_B,STARTER,4,true,false
154,155,crossword-155,CROSSWORD,STARTER,4,true,false
154,155,sudoku-155,SUDOKU,STARTER,4,true,false
154,155,connections-155,CONNECTIONS,STARTER,4,true,false
155,156,wordly-156,WORDLY,STARTER,3,true,false
155,156,spelling-156,SPELLING_B,STARTER,4,true,false
155,156,crossword-156,CROSSWORD,STARTER,4,true,false
155,156,sudoku-156,SUDOKU,STARTER,4,true,false
155,156,connections-156,CONNECTIONS,STARTER,4,true,false
156,157,wordly-157,WORDLY,STARTER,3,true,false
156,157,spelling-157,SPELLING_B,STARTER,4,true,false
156,157,crossword-157,CROSSWORD,STARTER,4,true,false
156,157,sudoku-157,SUDOKU,STARTER,4,true,false
156,157,connections-157,CONNECTIONS,STARTER,4,true,false
157,158,wordly-158,WORDLY,STARTER,3,true,false
157,158,spelling-158,SPELLING_B,STARTER,4,true,false
157,158,crossword-158,CROSSWORD,STARTER,4,true,false
157,158,sudoku-158,SUDOKU,STARTER,4,true,false
157,158,connections-158,CONNECTIONS,STARTER,4,true,false
158,159,wordly-159,WORDLY,STARTER,3,true,false
158,159,spelling-159,SPELLING_B,STARTER,4,true,false
158,159,crossword-159,CROSSWORD,STARTER,4,true,false
158,159,sudoku-159,SUDOKU,STARTER,4,true,false
158,159,connections-159,CONNECTIONS,STARTER,4,true,false
159,160,wordly-160,WORDLY,STARTER,3,true,false
159,160,spelling-160,SPELLING_B,STARTER,4,true,false
159,160,crossword-160,CROSSWORD,STARTER,4,true,false
159,160,sudoku-160,SUDOKU,STARTER,4,true,false
159,160,connections-160,CONNECTIONS,STARTER,4,true,false
160,161,wordly-161,WORDLY,STARTER,3,true,false
160,161,spelling-161,SPELLING_B,STARTER,4,true,false
160,161,crossword-161,CROSSWORD,STARTER,4,true,false
160,161,sudoku-161,SUDOKU,STARTER,4,true,false
160,161,connections-161,CONNECTIONS,STARTER,4,true,false
161,162,wordly-162,WORDLY,STARTER,3,true,false
161,162,spelling-162,SPELLING_B,STARTER,4,true,false
161,162,crossword-162,CROSSWORD,STARTER,4,true,false
161,162,sudoku-162,SUDOKU,STARTER,4,true,false
161,162,connections-162,CONNECTIONS,STARTER,4,true,false
162,163,wordly-163,WORDLY,STARTER,3,true,false
162,163,spelling-163,SPELLING_B,STARTER,4,true,false
162,163,crossword-163,CROSSWORD,STARTER,4,true,false
162,163,sudoku-163,SUDOKU,STARTER,4,true,false
162,163,connections-163,CONNECTIONS,STARTER,4,true,false
163,164,wordly-164,WORDLY,STARTER,3,true,false
163,164,spelling-164,SPELLING_B,STARTER,4,true,false
163,164,crossword-164,CROSSWORD,STARTER,4,true,false
163,164,sudoku-164,SUDOKU,STARTER,4,true,false
163,164,connections-164,CONNECTIONS,STARTER,4,true,false
164,165,wordly-165,WORDLY,STARTER,3,true,false
164,165,spelling-165,SPELLING_B,STARTER,4,true,false
164,165,crossword-165,CROSSWORD,STARTER,4,true,false
164,165,sudoku-165,SUDOKU,STARTER,4,true,false
164,165,connections-165,CONNECTIONS,STARTER,4,true,false
165,166,wordly-166,WORDLY,STARTER,3,true,false
165,166,spelling-166,SPELLING_B,STARTER,4,true,false
165,166,crossword-166,CROSSWORD,STARTER,4,true,false
165,166,sudoku-166,SUDOKU,STARTER,4,true,false
165,166,connections-166,CONNECTIONS,STARTER,4,true,false
166,167,wordly-167,WORDLY,STARTER,3,true,false
166,167,spelling-167,SPELLING_B,STARTER,4,true,false
166,167,crossword-167,CROSSWORD,STARTER,4,true,false
166,167,sudoku-167,SUDOKU,STARTER,4,true,false
166,167,connections-167,CONNECTIONS,STARTER,4,true,false
167,168,wordly-168,WORDLY,STARTER,3,true,false
167,168,spelling-168,SPELLING_B,STARTER,4,true,false
167,168,crossword-168,CROSSWORD,STARTER,4,true,false
167,168,sudoku-168,SUDOKU,STARTER,4,true,false
167,168,connections-168,CONNECTIONS,STARTER,4,true,false
168,169,wordly-169,WORDLY,STARTER,3,true,false
168,169,spelling-169,SPELLING_B,STARTER,4,true,false
168,169,crossword-169,CROSSWORD,STARTER,4,true,false
168,169,sudoku-169,SUDOKU,STARTER,4,true,false
168,169,connections-169,CONNECTIONS,STARTER,4,true,false
169,170,wordly-170,WORDLY,STARTER,3,true,false
169,170,spelling-170,SPELLING_B,STARTER,4,true,false
169,170,crossword-170,CROSSWORD,STARTER,4,true,false
169,170,sudoku-170,SUDOKU,STARTER,4,true,false
169,170,connections-170,CONNECTIONS,STARTER,4,true,false
170,171,wordly-171,WORDLY,STARTER,3,true,false
170,171,spelling-171,SPELLING_B,STARTER,4,true,false
170,171,crossword-171,CROSSWORD,STARTER,4,true,false
170,171,sudoku-171,SUDOKU,STARTER,4,true,false
170,171,connections-171,CONNECTIONS,STARTER,4,true,false
171,172,wordly-172,WORDLY,STARTER,3,true,false
171,172,spelling-172,SPELLING_B,STARTER,4,true,false
171,172,crossword-172,CROSSWORD,STARTER,4,true,false
171,172,sudoku-172,SUDOKU,STARTER,4,true,false
171,172,connections-172,CONNECTIONS,STARTER,4,true,false
172,173,wordly-173,WORDLY,STARTER,3,true,false
172,173,spelling-173,SPELLING_B,STARTER,4,true,false
172,173,crossword-173,CROSSWORD,STARTER,4,true,false
172,173,sudoku-173,SUDOKU,STARTER,4,true,false
172,173,connections-173,CONNECTIONS,STARTER,4,true,false
173,174,wordly-174,WORDLY,STARTER,3,true,false
173,174,spelling-174,SPELLING_B,STARTER,4,true,false
173,174,crossword-174,CROSSWORD,STARTER,4,true,false
173,174,sudoku-174,SUDOKU,STARTER,4,true,false
173,174,connections-174,CONNECTIONS,STARTER,4,true,false
174,175,wordly-175,WORDLY,STARTER,3,true,false
174,175,spelling-175,SPELLING_B,STARTER,4,true,false
174,175,crossword-175,CROSSWORD,STARTER,4,true,false
174,175,sudoku-175,SUDOKU,STARTER,4,true,false
174,175,connections-175,CONNECTIONS,STARTER,4,true,false
175,176,wordly-176,WORDLY,STARTER,3,true,false
175,176,spelling-176,SPELLING_B,STARTER,4,true,false
175,176,crossword-176,CROSSWORD,STARTER,4,true,false
175,176,sudoku-176,SUDOKU,STARTER,4,true,false
175,176,connections-176,CONNECTIONS,STARTER,4,true,false
176,177,wordly-177,WORDLY,STARTER,3,true,false
176,177,spelling-177,SPELLING_B,STARTER,4,true,false
176,177,crossword-177,CROSSWORD,STARTER,4,true,false
176,177,sudoku-177,SUDOKU,STARTER,4,true,false
176,177,connections-177,CONNECTIONS,STARTER,4,true,false
177,178,wordly-178,WORDLY,STARTER,3,true,false
177,178,spelling-178,SPELLING_B,STARTER,4,true,false
177,178,crossword-178,CROSSWORD,STARTER,4,true,false
177,178,sudoku-178,SUDOKU,STARTER,4,true,false
177,178,connections-178,CONNECTIONS,STARTER,4,true,false
178,179,wordly-179,WORDLY,STARTER,3,true,false
178,179,spelling-179,SPELLING_B,STARTER,4,true,false
178,179,crossword-179,CROSSWORD,STARTER,4,true,false
178,179,sudoku-179,SUDOKU,STARTER,4,true,false
178,179,connections-179,CONNECTIONS,STARTER,4,true,false
179,180,wordly-180,WORDLY,STARTER,3,true,false
179,180,spelling-180,SPELLING_B,STARTER,4,true,false
179,180,crossword-180,CROSSWORD,STARTER,4,true,false
179,180,sudoku-180,SUDOKU,STARTER,4,true,false
179,180,connections-180,CONNECTIONS,STARTER,4,true,false
180,181,wordly-181,WORDLY,STARTER,3,true,false
180,181,spelling-181,SPELLING_B,STARTER,4,true,false
180,181,crossword-181,CROSSWORD,STARTER,4,true,false
180,181,sudoku-181,SUDOKU,STARTER,4,true,false
180,181,connections-181,CONNECTIONS,STARTER,4,true,false
181,182,wordly-182,WORDLY,STARTER,3,true,false
181,182,spelling-182,SPELLING_B,STARTER,4,true,false
181,182,crossword-182,CROSSWORD,STARTER,4,true,false
181,182,sudoku-182,SUDOKU,STARTER,4,true,false
181,182,connections-182,CONNECTIONS,STARTER,4,true,false
182,183,wordly-183,WORDLY,STARTER,3,true,false
182,183,spelling-183,SPELLING_B,STARTER,4,true,false
182,183,crossword-183,CROSSWORD,STARTER,4,true,false
182,183,sudoku-183,SUDOKU,STARTER,4,true,false
182,183,connections-183,CONNECTIONS,STARTER,4,true,false
183,184,wordly-184,WORDLY,STARTER,3,true,false
183,184,spelling-184,SPELLING_B,STARTER,4,true,false
183,184,crossword-184,CROSSWORD,STARTER,4,true,false
183,184,sudoku-184,SUDOKU,STARTER,4,true,false
183,184,connections-184,CONNECTIONS,STARTER,4,true,false
184,185,wordly-185,WORDLY,STARTER,3,true,false
184,185,spelling-185,SPELLING_B,STARTER,4,true,false
184,185,crossword-185,CROSSWORD,STARTER,4,true,false
184,185,sudoku-185,SUDOKU,STARTER,4,true,false
184,185,connections-185,CONNECTIONS,STARTER,4,true,false
185,186,wordly-186,WORDLY,STARTER,3,true,false
185,186,spelling-186,SPELLING_B,STARTER,4,true,false
185,186,crossword-186,CROSSWORD,STARTER,4,true,false
185,186,sudoku-186,SUDOKU,STARTER,4,true,false
185,186,connections-186,CONNECTIONS,STARTER,4,true,false
186,187,wordly-187,WORDLY,STARTER,3,true,false
186,187,spelling-187,SPELLING_B,STARTER,4,true,false
186,187,crossword-187,CROSSWORD,STARTER,4,true,false
186,187,sudoku-187,SUDOKU,STARTER,4,true,false
186,187,connections-187,CONNECTIONS,STARTER,4,true,false
187,188,wordly-188,WORDLY,STARTER,3,true,false
187,188,spelling-188,SPELLING_B,STARTER,4,true,false
187,188,crossword-188,CROSSWORD,STARTER,4,true,false
187,188,sudoku-188,SUDOKU,STARTER,4,true,false
187,188,connections-188,CONNECTIONS,STARTER,4,true,false
188,189,wordly-189,WORDLY,STARTER,3,true,false
188,189,spelling-189,SPELLING_B,STARTER,4,true,false
188,189,crossword-189,CROSSWORD,STARTER,4,true,false
188,189,sudoku-189,SUDOKU,STARTER,4,true,false
188,189,connections-189,CONNECTIONS,STARTER,4,true,false
189,190,wordly-190,WORDLY,STARTER,3,true,false
189,190,spelling-190,SPELLING_B,STARTER,4,true,false
189,190,crossword-190,CROSSWORD,STARTER,4,true,false
189,190,sudoku-190,SUDOKU,STARTER,4,true,false
189,190,connections-190,CONNECTIONS,STARTER,4,true,false
190,191,wordly-191,WORDLY,STARTER,3,true,false
190,191,spelling-191,SPELLING_B,STARTER,4,true,false
190,191,crossword-191,CROSSWORD,STARTER,4,true,false
190,191,sudoku-191,SUDOKU,STARTER,4,true,false
190,191,connections-191,CONNECTIONS,STARTER,4,true,false
191,192,wordly-192,WORDLY,STARTER,3,true,false
191,192,spelling-192,SPELLING_B,STARTER,4,true,false
191,192,crossword-192,CROSSWORD,STARTER,4,true,false
191,192,sudoku-192,SUDOKU,STARTER,4,true,false
191,192,connections-192,CONNECTIONS,STARTER,4,true,false
192,193,wordly-193,WORDLY,STARTER,3,true,false
192,193,spelling-193,SPELLING_B,STARTER,4,true,false
192,193,crossword-193,CROSSWORD,STARTER,4,true,false
192,193,sudoku-193,SUDOKU,STARTER,4,true,false
192,193,connections-193,CONNECTIONS,STARTER,4,true,false
193,194,wordly-194,WORDLY,STARTER,3,true,false
193,194,spelling-194,SPELLING_B,STARTER,4,true,false
193,194,crossword-194,CROSSWORD,STARTER,4,true,false
193,194,sudoku-194,SUDOKU,STARTER,4,true,false
193,194,connections-194,CONNECTIONS,STARTER,4,true,false
194,195,wordly-195,WORDLY,STARTER,3,true,false
194,195,spelling-195,SPELLING_B,STARTER,4,true,false
194,195,crossword-195,CROSSWORD,STARTER,4,true,false
194,195,sudoku-195,SUDOKU,STARTER,4,true,false
